SARS004_mock_3	SARS004_mock_2	SARS004_mock_1	SARS004_CoV2_3	SARS004_CoV2_2	SARS004_CoV2_1	CoV002_mock3_indexG3	CoV002_mock2_indexG2	CoV002_mock1_indexG1	CoV002_CoV2_3_indexG6	CoV002_CoV2_2_indexG5	CoV002_CoV2_1_indexG4	svRNA184_mock_3_indexF3	svRNA184_mock_1_indexF1	svRNA184_RSV_3_indexH9	svRNA184_RSV_1_indexF4	X3_9_mock1_13	X3_9_mock2_14	X3_9_wt1_15	X3_9_wt2_16
ENSG00000009954	1792	1507	2540	1439	1519	4477	3695	1904	1678	5089	3981	3220	1762	1800	527	331	820	1726	2448	414
ENSG00000010017	706	602	958	572	623	1820	387	202	183	603	473	317	403	391	90	63	103	199	402	74
ENSG00000010030	8	2	4	12	12	24	0	0	0	3	4	1	3	2	7	6	1	0	2	0
ENSG00000010072	154	139	259	139	141	383	365	210	147	602	384	311	165	182	55	33	75	177	240	73
ENSG00000010219	202	155	298	179	192	567	426	272	213	577	490	303	848	620	263	173	79	202	176	41
ENSG00000010244	1912	1597	2828	1649	1656	5102	3946	2100	1432	5713	4058	2989	1987	2029	696	404	711	1532	2375	390
ENSG00000010256	1381	1238	1927	1319	1168	3701	4070	2313	1774	4384	4068	2902	3711	2714	1213	982	627	1106	626	337
ENSG00000010270	360	345	577	315	295	947	1343	711	499	1954	1329	999	1010	1091	297	143	224	514	461	108
ENSG00000010278	5444	4373	6269	4260	4493	10459	3813	2242	1679	5073	3928	3096	2750	2172	1411	825	694	1494	2237	478
ENSG00000010282	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000010292	913	758	1369	697	713	2090	6050	3722	2893	7353	6878	4983	2512	2068	467	297	1755	3252	3024	887
ENSG00000010295	15	5	20	11	8	18	25	18	13	22	22	12	9	10	4	13	2	2	10	2
ENSG00000010310	52	54	56	48	48	84	27	21	9	31	20	24	203	186	80	27	7	5	1	1
ENSG00000010318	46	48	53	37	32	87	73	44	35	84	78	55	64	52	13	13	19	42	43	3
ENSG00000010319	4	3	8	2	1	0	15	7	3	17	15	12	12	11	1	0	5	3	6	3
ENSG00000010322	938	1186	1390	1051	810	2197	1099	651	426	1099	1130	786	1302	991	391	195	197	372	254	93
ENSG00000010327	5	8	2	3	1	10	3	1	0	0	1	1	0	4	1	0	0	1	3	0
ENSG00000010361	29	41	31	23	29	53	361	206	149	400	396	289	631	495	162	156	61	107	26	15
ENSG00000010379	5	5	7	3	5	15	1	3	3	1	2	3	11	6	3	0	0	0	1	0
ENSG00000010404	2089	1859	2868	1740	1679	5322	3647	2076	1616	4215	3363	2535	4202	3661	1483	856	924	1908	2151	536
ENSG00000010438	85	60	106	109	86	350	80	36	24	82	87	64	185	172	41	34	6	11	10	5
ENSG00000010539	78	74	164	69	67	201	188	119	74	275	204	166	138	119	41	24	40	80	77	20
ENSG00000010610	9	9	7	4	7	15	6	4	2	1	8	5	5	3	0	2	1	5	2	0
ENSG00000010626	111	94	143	89	76	310	337	224	208	474	425	297	831	579	202	153	71	133	121	30
ENSG00000010671	0	0	0	1	0	3	0	1	0	1	0	0	0	1	0	0	0	0	1	2
ENSG00000010704	169	166	273	132	117	331	667	374	276	882	723	479	436	549	71	74	171	309	161	37
ENSG00000010803	372	293	474	287	283	808	431	215	162	481	420	335	483	394	151	82	80	144	115	38
ENSG00000010810	263	215	354	267	259	709	46	36	26	73	48	40	68	48	25	20	7	12	20	3
ENSG00000010818	802	764	1243	847	927	2584	471	253	197	552	483	391	325	248	132	65	59	97	143	17
ENSG00000010932	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0
ENSG00000011009	963	972	1463	1129	781	2569	1006	557	391	1058	985	794	1185	923	416	308	175	343	124	75
ENSG00000011021	197	184	315	212	206	553	614	325	271	643	548	424	508	420	170	110	121	206	189	46
ENSG00000011028	401	510	643	415	287	800	3656	2032	1572	4248	4025	2916	4713	3588	1269	1074	603	1101	410	133
ENSG00000011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105	291	309	420	253	211	700	605	341	242	635	629	448	383	407	148	125	99	163	73	30
ENSG00000011114	790	654	1247	611	721	2058	777	388	351	876	680	580	350	308	112	63	197	399	493	105
ENSG00000011132	50	78	125	77	75	173	351	178	171	324	340	229	394	287	170	88	48	116	28	14
ENSG00000011143	128	121	187	110	113	405	345	209	173	413	389	287	399	351	89	58	102	165	112	36
ENSG00000011198	430	396	693	269	392	935	313	179	112	450	261	237	167	172	58	33	57	119	129	32
ENSG00000011243	1161	1048	1562	1051	1134	3132	684	438	328	934	853	672	1934	1238	620	408	146	298	354	67
ENSG00000011258	168	179	265	125	139	423	351	176	116	510	323	239	315	329	126	45	87	180	227	50
ENSG00000011260	158	151	301	131	151	453	1851	1019	812	2905	2102	1587	701	780	180	162	344	716	674	160
ENSG00000011275	463	386	593	444	367	1085	1406	780	616	1606	1417	1138	1268	960	332	285	247	497	482	101
ENSG00000011295	447	516	865	387	403	1211	1276	696	521	1694	1251	997	821	985	258	139	271	553	569	111
ENSG00000011304	2115	2067	3173	2565	1772	5856	8155	4912	3689	8926	8128	6433	5544	4908	2014	1065	1750	3130	2404	662
ENSG00000011332	3	4	10	4	9	13	75	50	31	88	70	69	74	39	15	18	12	23	9	4
ENSG00000011347	145	121	189	108	84	265	33	19	14	51	51	24	27	41	12	9	6	11	17	3
ENSG00000011376	582	540	881	511	533	1563	632	377	313	792	712	573	207	173	58	60	111	185	198	41
ENSG00000011405	655	656	1132	598	523	1652	1293	606	461	1938	1199	908	462	476	126	77	277	610	1174	171
ENSG00000011422	442	385	519	601	512	1641	974	571	417	1418	1135	877	1552	1246	1291	914	93	175	330	114
ENSG00000011426	1019	935	1673	677	811	2187	4278	2098	1625	6794	4567	3287	805	809	179	80	920	2198	3557	565
ENSG00000011451	680	694	1005	759	555	1913	799	454	319	790	769	606	979	705	302	159	143	247	126	51
ENSG00000011454	1149	1070	1835	846	960	2600	1090	582	410	1527	1099	929	531	557	174	96	270	510	628	133
ENSG00000011465	6	0	9	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011478	96	69	131	100	61	222	464	288	192	552	471	354	897	686	241	190	56	123	69	29
ENSG00000011485	640	519	862	619	538	1811	2183	1192	975	2407	2183	1674	1971	1583	652	413	403	780	953	193
ENSG00000011523	188	206	338	134	149	420	641	411	265	777	606	496	373	335	73	50	170	303	266	64
ENSG00000011566	394	346	730	302	320	872	775	362	281	1220	824	664	274	304	84	59	203	455	618	125
ENSG00000011590	0	0	0	0	0	2	8	8	12	15	12	14	27	15	3	4	3	7	6	2
ENSG00000011600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638	322	329	581	280	325	960	284	171	113	427	315	226	183	206	63	54	66	122	48	24
ENSG00000011677	5	6	2	1	1	4	0	0	0	0	0	1	13	19	11	4	1	2	0	0
ENSG00000012048	202	146	361	124	159	463	1958	1004	808	2879	2091	1649	430	419	78	46	403	996	1237	214
ENSG00000012061	1083	1066	1494	1083	913	3074	1782	989	737	2050	1967	1464	2987	2268	983	746	322	716	449	173
ENSG00000012124	0	0	3	0	1	0	18	16	7	26	24	14	36	30	7	11	15	23	17	1
ENSG00000012171	80	83	132	79	62	193	579	348	245	735	661	594	3397	2348	757	402	71	122	57	13
ENSG00000012174	107	125	292	109	135	325	1189	601	430	1825	1226	900	327	495	94	55	327	580	597	141
ENSG00000012211	265	302	452	270	235	647	368	207	176	438	418	337	550	355	226	147	74	163	85	33
ENSG00000012223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232	1277	1163	1614	1173	1035	3063	1284	761	624	1443	1244	1047	803	645	149	109	237	405	260	110
ENSG00000012504	0	0	0	0	0	0	27	11	15	53	19	29	96	116	21	9	0	3	1	0
ENSG00000012660	3005	2557	3785	1805	2378	6185	2863	1618	1005	4313	2881	2260	1409	1653	489	241	605	1406	1729	307
ENSG00000012779	42	16	51	20	28	77	12	6	4	13	9	9	15	17	14	6	0	1	2	1
ENSG00000012817	0	0	0	0	0	0	228	145	95	248	237	141	769	668	323	199	70	100	107	19
ENSG00000012822	1722	1564	2258	1390	1474	4032	800	442	387	864	758	560	1496	1383	584	390	154	312	283	83
ENSG00000012963	238	219	363	193	224	584	1066	531	458	1462	1004	746	535	453	127	71	271	574	613	134
ENSG00000012983	712	657	1220	587	647	1938	994	472	341	1505	1038	792	383	397	145	50	223	485	842	144
ENSG00000013016	313	313	495	306	281	920	614	368	276	827	687	534	274	243	113	56	94	178	205	64
ENSG00000013275	811	724	1143	783	779	2313	6353	3536	2788	7380	6531	4768	7772	5115	2544	1657	1096	2024	2187	836
ENSG00000013288	719	760	1016	743	556	1773	717	393	323	726	649	532	533	482	176	123	138	230	212	59
ENSG00000013293	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
ENSG00000013297	0	3	3	5	2	2	5	2	3	4	4	3	10	15	5	4	3	2	3	0
ENSG00000013306	1475	1494	1894	1735	1125	3920	3410	1953	1517	3370	3466	2659	3841	2838	1220	895	622	1103	438	264
ENSG00000013364	3084	2918	4193	3490	2456	8034	6170	3361	2572	6072	5574	4269	10489	7493	2781	2357	923	1691	653	350
ENSG00000013374	1261	1152	1709	1107	1122	3296	1493	858	552	2193	1644	1319	1460	1244	512	344	276	824	858	99
ENSG00000013375	448	374	749	432	475	1434	813	395	337	1289	876	640	594	585	197	113	128	268	347	68
ENSG00000013392	39	32	33	36	46	124	116	54	42	138	131	82	145	150	51	28	16	26	44	10
ENSG00000013441	799	624	1060	603	664	1637	1077	535	340	1562	944	699	548	632	189	82	230	643	1151	163
ENSG00000013503	278	278	496	202	262	831	238	138	101	359	262	200	101	115	25	26	51	97	123	19
ENSG00000013523	321	282	436	213	208	683	602	409	286	688	613	477	394	335	119	80	128	240	132	51
ENSG00000013561	372	386	819	358	379	1156	1005	566	358	1437	1029	748	327	365	104	70	190	399	344	105
ENSG00000013563	576	542	828	570	492	1444	689	494	299	743	667	519	610	564	200	155	91	203	128	42
ENSG00000013573	150	117	205	145	116	381	2085	1258	1016	2333	2187	1604	2056	1481	631	405	318	546	375	117
ENSG00000013583	308	302	559	245	287	808	681	402	300	864	763	555	1042	864	336	249	130	231	149	36
ENSG00000013588	8613	8500	12348	7401	8381	25832	7455	4172	2963	9182	8212	6011	3969	2835	2660	1427	1250	2220	2086	881
ENSG00000013619	65	47	52	46	35	103	290	143	89	258	227	168	226	199	102	72	46	76	45	20
ENSG00000013725	0	0	4	2	1	8	1	1	0	0	2	0	5	1	0	3	0	1	4	0
ENSG00000013810	254	205	339	223	177	493	2839	1728	1388	3035	3038	2401	2149	1459	339	266	581	975	1103	314
ENSG00000014123	403	436	851	299	329	906	462	209	155	730	436	301	355	343	103	40	129	284	503	80
ENSG00000014138	156	102	182	127	106	397	1315	721	585	1587	1490	1090	540	348	94	98	225	402	393	110
ENSG00000014164	84	97	144	120	86	267	677	362	295	736	643	475	1270	818	455	194	143	221	51	44
ENSG00000014216	6399	6213	8558	7080	5259	16400	5311	3173	2378	5658	5248	4107	4661	3546	1295	880	850	1511	704	305
ENSG00000014257	15	12	16	8	13	36	2	1	1	1	1	0	12	13	1	0	2	2	1	0
ENSG00000014641	878	735	1370	607	708	2135	5701	2994	2232	7758	5400	3975	4583	4263	1111	859	942	1812	1760	537
ENSG00000014824	592	470	1023	459	449	1457	896	443	296	1418	838	599	418	454	75	41	188	423	548	99
ENSG00000014914	205	140	267	161	160	507	1017	549	406	1049	901	647	1357	1463	594	324	183	314	189	71
ENSG00000014919	427	420	681	350	372	982	1186	619	447	1662	1236	852	850	830	210	116	349	560	569	158
ENSG00000015133	412	461	631	451	409	1133	458	259	207	451	425	337	204	131	51	28	54	130	149	21
ENSG00000015153	77	105	138	61	67	201	226	113	84	349	264	183	255	228	66	39	66	188	218	32
ENSG00000015171	913	824	1462	712	800	2280	1633	818	713	2391	1708	1236	817	877	243	118	476	909	1532	230
ENSG00000015285	7	8	10	11	8	24	14	7	7	14	8	14	23	12	5	6	2	4	6	1
ENSG00000015413	0	0	0	0	0	0	19	4	9	8	6	7	51	28	3	3	2	7	8	1
ENSG00000015475	247	217	362	336	280	889	1232	721	628	1586	1326	1009	1525	1163	562	367	193	375	365	132
ENSG00000015479	5468	4435	7247	3830	4575	12276	6622	3188	2581	9856	6522	4906	2839	3006	787	409	1460	3618	5495	1093
ENSG00000015520	0	0	1	0	0	0	4	1	1	3	3	3	14	21	7	1	0	1	2	1
ENSG00000015532	778	837	1054	865	574	1806	1096	580	454	1155	1041	835	1213	910	365	310	220	409	159	59
ENSG00000015568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0
ENSG00000015676	925	895	1451	917	870	2498	2019	1236	944	2311	2149	1627	1552	1342	346	217	343	604	369	134
ENSG00000016082	42	32	64	22	23	81	1	0	0	2	2	0	2	0	0	0	1	0	0	0
ENSG00000016391	6	3	7	6	1	3	241	162	126	299	280	239	212	217	37	28	46	98	56	12
ENSG00000016402	57	57	91	62	49	119	1	4	2	6	4	3	3	0	0	1	1	1	0	0
ENSG00000016490	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	255	201	327	152	163	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864	398	378	704	406	368	1001	624	336	308	1007	777	593	969	917	255	167	161	344	333	88
ENSG00000017260	1663	1677	2899	1494	1613	4292	1713	802	688	2471	1828	1299	809	1047	249	145	274	558	931	143
ENSG00000017427	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
ENSG00000017483	2002	1940	2681	2175	1800	5171	4	1	1	3	3	0	4	1	1	0	0	2	2	1
ENSG00000017797	1151	998	2127	1057	1001	3149	1445	865	691	1954	1546	1265	855	867	221	135	354	747	832	159
ENSG00000018189	524	518	811	369	494	1319	244	146	107	374	237	202	418	404	173	77	49	106	159	33
ENSG00000018236	190	190	405	158	164	491	4440	2087	1746	7332	4620	3599	1952	2033	336	228	1024	1918	2934	531
ENSG00000018280	6	6	5	1	2	5	17	12	8	20	23	13	47	46	16	8	5	6	1	2
ENSG00000018408	685	565	965	426	477	1512	3732	2142	1567	5187	3904	2942	2802	2611	666	431	775	1533	1965	424
ENSG00000018510	609	632	1232	549	538	1562	1909	989	683	2971	1831	1434	728	878	196	125	436	880	979	183
ENSG00000018610	182	169	260	144	189	489	584	303	245	738	550	412	526	480	95	85	119	285	273	55
ENSG00000018625	0	0	1	0	1	0	3	3	4	4	2	0	13	7	4	0	0	1	2	1
ENSG00000018699	229	172	303	181	199	611	896	513	389	1357	959	705	470	602	122	71	182	378	493	81
ENSG00000018869	22	18	32	25	20	73	6	4	2	4	4	8	2	15	1	3	3	3	5	1
ENSG00000019102	62	54	95	47	40	172	4	4	1	4	2	2	0	1	0	0	0	0	0	0
ENSG00000019144	1175	1185	1683	1038	934	2645	591	352	278	517	525	405	705	526	148	101	118	179	113	27
ENSG00000019169	19	12	16	23	21	59	2	1	1	0	2	0	1	3	1	3	0	0	0	0
ENSG00000019186	1084	1006	1528	996	799	2617	19430	10793	8368	28595	21952	17212	20448	21865	9675	5673	4633	9327	8534	1769
ENSG00000019485	54	49	110	42	38	142	288	156	128	309	270	215	217	192	47	45	54	107	92	20
ENSG00000019505	0	0	0	1	0	0	808	429	327	1067	769	644	266	453	113	64	83	150	133	34
ENSG00000019549	2448	2409	4390	2149	2372	6472	2	0	0	3	2	0	6	0	2	2	1	5	7	0
ENSG00000019582	237	236	303	319	277	710	4	2	0	4	4	3	5	5	2	2	1	2	1	0
ENSG00000019991	0	0	0	0	0	0	0	0	0	1	1	0	5	2	0	0	0	2	0	1
ENSG00000019995	600	628	983	495	539	1554	618	323	297	1088	750	564	519	491	166	94	151	266	392	71
ENSG00000020129	329	339	510	389	263	905	510	308	209	532	514	404	461	361	98	80	98	169	42	37
ENSG00000020256	589	509	849	577	489	1520	592	300	267	644	618	482	299	249	112	63	131	244	332	68
ENSG00000020426	377	351	892	375	386	1021	523	307	215	949	645	480	483	593	249	98	133	304	360	78
ENSG00000020577	492	515	720	635	599	1842	452	241	210	547	520	446	213	204	133	96	48	83	97	24
ENSG00000020633	40	33	34	42	33	100	209	110	77	213	252	169	356	273	118	80	60	102	75	30
ENSG00000021300	7	5	8	1	4	7	20	13	8	33	24	28	43	37	4	2	4	8	7	0
ENSG00000021355	1215	1025	1720	1611	1539	5400	2241	1240	904	3412	2294	1820	2964	2655	938	551	450	789	831	197
ENSG00000021461	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0
ENSG00000021488	1	4	0	0	0	2	21	8	7	18	15	12	67	49	9	8	4	5	3	1
ENSG00000021574	141	120	255	126	155	344	585	339	237	911	546	478	156	178	40	21	165	354	627	136
ENSG00000021645	1	5	20	6	8	22	119	62	40	152	98	90	21	19	13	5	5	8	16	0
ENSG00000021762	88	85	102	91	79	245	447	215	182	407	420	304	426	328	138	84	88	159	94	44
ENSG00000021776	815	720	1439	624	722	2297	1976	949	706	3069	2005	1498	1117	1007	315	155	464	1007	1285	251
ENSG00000021826	420	335	604	320	329	1031	1018	527	515	1791	1333	946	1609	1456	472	239	114	219	233	53
ENSG00000021852	8	6	9	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	389	316	576	347	332	1043	543	284	233	801	634	557	359	383	368	171	215	531	708	198
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000022556	763	568	974	653	687	2004	2281	1340	1070	2827	2464	1983	1423	1098	402	270	405	716	666	180
ENSG00000022567	57	64	74	70	50	136	583	319	254	783	746	522	781	577	283	187	101	213	100	36
ENSG00000022840	1756	1450	2346	1432	1573	4481	2857	1507	1315	3172	2769	2178	2579	2246	807	541	475	891	736	268
ENSG00000022976	185	170	254	148	158	453	402	219	220	439	382	334	762	521	190	158	85	180	189	30
ENSG00000023041	247	217	512	234	262	792	1204	677	476	2035	1430	1079	755	784	284	157	227	508	727	139
ENSG00000023171	35	20	40	51	30	114	1511	808	668	1748	1495	1210	580	417	214	130	177	368	569	113
ENSG00000023191	696	694	1086	971	540	1868	4403	2494	1880	4487	4208	3208	4026	2981	1044	828	753	1404	480	303
ENSG00000023228	1729	1439	2294	1207	1441	4273	2589	1310	1050	3702	2662	2010	1014	993	325	262	482	995	992	234
ENSG00000023287	503	520	1278	429	452	1271	1422	772	475	2372	1328	1004	623	974	139	103	330	729	1258	213
ENSG00000023318	1651	1631	2496	1503	1626	4108	1134	597	374	1928	1273	880	1809	1374	722	304	200	468	705	145
ENSG00000023330	596	490	758	580	588	1829	1305	768	633	1552	1492	1110	1165	985	466	334	250	493	489	118
ENSG00000023445	102	85	199	322	302	839	1369	660	534	2618	1457	1085	1059	1182	640	474	255	502	1095	186
ENSG00000023516	663	689	1333	586	532	1634	736	339	293	1065	598	515	201	231	52	22	217	423	626	128
ENSG00000023572	11	22	64	22	22	48	480	289	139	725	468	360	433	437	161	77	66	150	138	30
ENSG00000023608	415	427	858	358	361	1011	474	268	185	1028	643	420	469	535	172	99	111	271	424	65
ENSG00000023697	426	375	636	302	376	1028	849	453	380	1278	907	624	695	541	174	107	167	351	466	130
ENSG00000023734	4000	3204	5230	3110	3536	9257	3150	1663	1272	4553	3282	2474	1318	1703	320	212	577	1296	2205	375
ENSG00000023839	19	22	29	12	15	26	12027	6414	5302	14919	11699	9167	14070	11896	3525	1969	2766	5112	5328	1098
ENSG00000023892	185	212	349	213	159	518	1	2	1	4	8	0	31	16	5	9	1	0	3	0
ENSG00000023902	48	43	74	52	55	134	136	73	65	139	157	123	155	87	52	56	28	42	42	15
ENSG00000023909	545	504	761	436	461	1265	3315	1696	1525	4420	3310	2583	1484	1465	351	208	884	1915	1935	383
ENSG00000024048	948	885	1473	721	801	2243	633	324	260	870	578	449	583	540	241	109	149	323	372	78
ENSG00000024422	6271	5866	7793	5665	4572	14752	4667	2649	1928	4976	4832	3641	3684	3204	1345	688	810	1436	823	389
ENSG00000024526	63	66	150	55	52	125	705	340	182	1179	600	460	107	115	14	9	201	454	750	136
ENSG00000024862	139	148	241	92	103	387	220	126	90	339	236	147	272	259	65	44	59	107	107	35
ENSG00000025039	81	60	93	47	46	91	286	134	105	267	195	117	138	147	46	35	26	77	75	25
ENSG00000025156	83	95	162	63	72	155	261	127	101	385	224	182	192	191	45	25	42	106	218	46
ENSG00000025293	832	660	1077	653	677	1954	944	573	419	1235	983	784	561	474	164	111	203	324	344	77
ENSG00000025423	3	1	7	4	4	7	15	8	10	18	16	10	12	16	5	1	3	11	13	3
ENSG00000025434	63	90	119	73	54	148	306	177	133	386	369	273	837	680	158	108	51	102	100	34
ENSG00000025708	184	238	273	498	313	893	359	208	198	739	760	550	448	315	917	516	33	80	17	13
ENSG00000025770	74	92	120	94	70	189	841	496	402	888	913	623	830	583	186	201	124	216	104	66
ENSG00000025772	610	417	781	500	496	1411	1108	642	478	1199	1058	747	644	621	201	106	199	427	522	158
ENSG00000025796	3002	2816	4385	2236	2577	6973	1183	588	429	1974	1291	915	1050	1105	400	201	266	628	893	135
ENSG00000025800	1868	1697	2962	1588	1659	4924	1545	826	677	1949	1579	1304	1223	1067	331	214	389	760	543	178
ENSG00000026025	3778	3487	6307	3856	3645	10518	38060	20627	16143	39327	33744	25413	23746	21259	7467	3897	8148	16039	15156	4276
ENSG00000026036	0	2	0	1	0	0	6	2	1	4	2	0	2	2	3	1	0	1	0	0
ENSG00000026103	257	269	605	271	255	696	359	181	134	508	361	219	115	172	54	14	73	209	231	40
ENSG00000026297	108	103	147	73	99	285	329	204	115	372	326	257	686	487	219	169	60	110	129	28
ENSG00000026508	23818	20862	28985	17567	19509	56977	9044	4886	4339	13181	10597	8143	14655	13882	4705	2473	1481	2982	3719	828
ENSG00000026559	27	37	32	50	26	116	199	85	67	144	153	115	110	74	67	33	42	79	18	24
ENSG00000026652	190	194	280	177	182	531	217	106	96	251	221	150	325	271	124	56	50	79	78	22
ENSG00000026751	290	248	399	127	170	525	8	5	4	12	8	7	0	3	2	1	0	2	4	0
ENSG00000026950	230	220	373	218	250	662	270	166	142	362	330	252	287	271	191	113	64	128	106	23
ENSG00000027001	206	197	318	156	172	474	528	269	227	660	526	386	281	288	88	57	123	195	232	58
ENSG00000027075	389	332	621	317	358	964	180	100	75	237	216	152	150	114	40	39	47	60	94	21
ENSG00000027644	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000027697	766	872	1488	1035	1095	2935	988	522	395	2047	1240	906	1466	1572	880	373	109	297	384	93
ENSG00000027847	259	278	439	320	232	815	637	323	238	606	596	452	897	718	244	174	112	173	112	52
ENSG00000027869	23	8	28	34	12	94	25	14	12	27	24	23	23	18	7	4	1	11	8	5
ENSG00000028116	269	261	501	280	277	780	532	303	211	879	654	420	193	227	75	46	148	356	321	61
ENSG00000028137	0	0	0	0	2	0	6	1	4	10	6	6	6	4	3	3	0	2	0	3
ENSG00000028203	1696	1455	2264	1284	1446	4371	2260	1151	907	3972	2585	1926	1446	1539	532	287	439	1051	1347	255
ENSG00000028277	119	85	153	148	144	455	22	13	5	19	17	12	70	60	29	9	5	12	15	2
ENSG00000028310	486	431	659	462	454	1327	658	366	275	812	671	503	707	577	218	168	105	223	217	46
ENSG00000028528	1758	1729	2683	1559	1434	4219	2811	1712	1351	3618	3058	2346	2481	2029	810	442	601	1325	1203	254
ENSG00000028839	75	102	192	107	74	210	273	146	108	495	293	201	146	221	58	21	49	149	116	33
ENSG00000029153	632	593	1189	714	766	2358	1121	663	429	1580	1123	905	318	341	156	126	199	350	444	102
ENSG00000029363	2797	2376	4479	2182	2417	6857	3287	1590	1282	5272	3350	2393	1108	1415	286	169	770	1732	2170	316
ENSG00000029364	755	723	1383	661	663	1910	1922	997	717	2641	1916	1345	782	783	263	140	470	887	887	189
ENSG00000029534	26	23	19	26	16	33	142	103	72	166	176	100	85	57	9	12	31	71	93	21
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000029639	188	164	248	138	190	531	203	113	80	326	189	171	258	196	81	49	39	82	82	28
ENSG00000029725	1298	1067	1709	934	1047	3138	1964	983	866	2680	2051	1473	740	825	183	127	359	786	1163	201
ENSG00000029993	3936	3249	5730	3790	4051	11749	3460	1851	1319	4993	3786	2601	4008	2996	1279	704	1524	3597	2882	479
ENSG00000030066	502	405	686	417	503	1082	2020	1002	783	2908	2154	1543	614	600	201	110	402	886	1051	222
ENSG00000030110	889	782	1128	832	754	2167	403	238	189	547	478	388	246	226	77	67	87	148	47	26
ENSG00000030304	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0
ENSG00000030419	394	410	700	329	325	932	2	7	0	7	6	7	9	16	3	2	2	0	3	0
ENSG00000030582	8476	8872	10924	8903	6271	18675	6179	3489	2695	6690	6350	4707	9395	7088	3452	2261	1099	2177	706	449
ENSG00000031003	165	154	311	122	149	405	629	302	195	842	542	443	234	260	79	33	124	314	357	62
ENSG00000031081	79	57	125	80	73	224	100	59	34	91	85	68	45	33	8	10	17	37	55	12
ENSG00000031691	37	32	58	31	37	66	262	143	76	474	287	186	69	103	16	5	42	134	186	23
ENSG00000031698	3459	2856	4593	3237	3144	9278	2187	1339	989	2710	2326	1688	1579	1267	422	311	454	875	1031	178
ENSG00000031823	519	498	805	559	448	1529	1125	596	484	1235	1147	893	1149	773	299	196	168	457	400	125
ENSG00000032219	381	340	723	323	309	866	422	234	137	750	426	324	340	581	82	44	102	312	428	64
ENSG00000032444	534	639	847	807	486	1473	1752	949	754	1899	1709	1428	1836	1492	738	493	332	483	302	191
ENSG00000032742	85	82	148	73	73	182	341	198	130	626	360	285	344	316	127	58	88	213	268	24
ENSG00000033011	233	230	296	204	203	566	814	437	332	758	751	549	412	403	121	106	138	203	170	66
ENSG00000033030	254	231	337	204	202	562	647	416	312	1000	770	611	721	617	240	115	150	361	542	99
ENSG00000033050	1103	915	1510	1035	1055	3123	2613	1520	1205	3283	2872	2314	1658	1356	416	359	436	906	860	252
ENSG00000033100	594	596	918	727	511	1466	1279	692	566	1530	1355	1052	1236	1076	356	346	174	314	94	43
ENSG00000033122	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000033170	206	216	262	166	184	555	499	227	219	822	549	412	419	516	156	73	109	216	253	66
ENSG00000033178	547	765	1985	624	525	1708	864	426	227	1506	847	616	303	417	92	47	190	364	624	123
ENSG00000033327	251	279	376	278	276	813	366	228	171	382	346	265	272	255	76	37	48	112	70	23
ENSG00000033627	1419	1310	2032	1122	1143	3400	1372	782	552	1404	1199	1023	1534	1339	455	324	239	461	365	117
ENSG00000033800	735	604	1019	500	605	1875	682	358	267	978	751	586	432	372	159	63	137	418	507	72
ENSG00000033867	612	551	1039	442	552	1340	1213	590	419	1804	1195	913	361	292	66	29	243	440	745	138
ENSG00000034053	220	206	321	218	190	578	1003	618	414	1011	992	724	773	557	185	96	166	345	226	72
ENSG00000034152	466	507	731	651	478	1599	1207	708	557	1262	1178	992	1260	1114	390	283	192	376	266	127
ENSG00000034239	2	1	2	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
